Date,Overall AQI Value,Main Pollutant,Site Name (of Overall AQI),Site ID (of Overall AQI),Source (of Overall AQI),Ozone,PM10,PM25
11/10/2023,46,PM2.5,,40-115-9007,AQS,34,35,46
12/10/2023,17,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,12,17
01/11/2023,80,PM2.5,,40-115-9007,AQS,.,47,80
02/11/2023,46,PM2.5,,40-115-9007,AQS,.,16,46
03/11/2023,52,PM2.5,,40-115-9007,AQS,29,13,52
04/11/2023,59,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,44,.,59
05/11/2023,49,PM2.5,,40-115-9007,AQS,42,16,49
06/11/2023,51,Ozone,QUAPAW SHELTER,40-115-9004,AQS,51,15,47
07/11/2023,55,PM2.5,,40-115-9007,AQS,41,25,55
08/11/2023,53,PM2.5,,40-115-9007,AQS,46,25,53
09/11/2023,32,Ozone,QUAPAW SHELTER,40-115-9004,AQS,32,.,.
10/11/2023,44,Ozone,QUAPAW SHELTER,40-115-9004,AQS,44,17,28
11/11/2023,34,Ozone,QUAPAW SHELTER,40-115-9004,AQS,34,20,32
12/11/2023,48,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,32,48
01/12/2023,66,PM2.5,,40-115-9007,AQS,.,21,66
02/12/2023,56,PM2.5,,40-115-9007,AQS,.,17,56
03/12/2023,43,PM2.5,,40-115-9007,AQS,34,9,43
04/12/2023,162,PM2.5,,40-115-9007,AQS,48,75,162
05/12/2023,78,PM2.5,,40-115-9007,AQS,29,36,78
06/12/2023,65,PM2.5,,40-115-9007,AQS,46,28,65
07/12/2023,63,PM2.5,,40-115-9007,AQS,30,36,63
08/12/2023,41,PM2.5,,40-115-9007,AQS,.,17,41
09/12/2023,42,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,38,13,42
10/12/2023,34,Ozone,QUAPAW SHELTER,40-115-9004,AQS,34,13,26
11/12/2023,51,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,36,27,51
12/12/2023,61,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,54,61
01/01/2024,37,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,9,37
02/01/2024,26,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,14,26
03/01/2024,54,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,32,21,54
04/01/2024,62,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,28,31,62
05/01/2024,43,Ozone,QUAPAW SHELTER,40-115-9004,AQS,43,12,31
06/01/2024,48,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,37,15,48
07/01/2024,46,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,32,25,46
08/01/2024,80,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,49,64,80
09/01/2024,38,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,20,38
10/01/2024,47,PM10,QUAPAW SHELTER,40-115-9004,AQS,36,47,44
11/01/2024,36,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,13,36
12/01/2024,58,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,18,58
01/02/2024,59,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,23,59
02/02/2024,50,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,22,50
03/02/2024,56,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,43,24,56
04/02/2024,33,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,27,9,33
05/02/2024,44,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,41,15,44
06/02/2024,53,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,33,19,53
07/02/2024,67,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,48,45,67
08/02/2024,66,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,50,39,66
09/02/2024,60,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,27,60
10/02/2024,52,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,44,52,52
11/02/2024,34,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,10,34
12/02/2024,61,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,48,61
01/03/2024,71,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,34,71
02/03/2024,38,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,10,38
03/03/2024,61,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,36,42,61
04/03/2024,36,Ozone,QUAPAW SHELTER,40-115-9004,AQS,36,9,16
05/03/2024,38,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,35,17,38
06/03/2024,33,PM2.5,,40-115-9007,AQS,.,13,33
07/03/2024,66,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,49,43,66
08/03/2024,65,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,50,33,65
09/03/2024,61,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,32,61
10/03/2024,64,Ozone,QUAPAW SHELTER,40-115-9004,AQS,64,57,57
11/03/2024,16,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,6,16
12/03/2024,56,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,40,56
01/04/2024,59,PM2.5,,40-115-9007,AQS,.,23,59
02/04/2024,38,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,8,38
03/04/2024,58,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,30,34,58
04/04/2024,44,Ozone,QUAPAW SHELTER,40-115-9004,AQS,44,19,34
05/04/2024,43,Ozone,QUAPAW SHELTER,40-115-9004,AQS,43,10,26
06/04/2024,43,Ozone,QUAPAW SHELTER,40-115-9004,AQS,43,15,30
07/04/2024,58,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,45,32,58
08/04/2024,67,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,58,34,67
09/04/2024,64,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,46,64
10/04/2024,80,Ozone,QUAPAW SHELTER,40-115-9004,AQS,80,57,72
11/04/2024,15,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,6,15
12/04/2024,54,PM2.5,,40-115-9007,AQS,.,31,54
01/05/2024,59,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,15,59
02/05/2024,49,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,12,49
03/05/2024,53,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,21,32,53
04/05/2024,45,Ozone,QUAPAW SHELTER,40-115-9004,AQS,45,34,44
05/05/2024,46,PM2.5,,40-115-9007,AQS,22,13,46
06/05/2024,43,Ozone,QUAPAW SHELTER,40-115-9004,AQS,43,14,22
07/05/2024,45,Ozone,QUAPAW SHELTER,40-115-9004,AQS,45,18,29
08/05/2024,73,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,67,42,73
09/05/2024,72,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,53,72
10/05/2024,69,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,54,44,69
11/05/2024,21,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,7,21
12/05/2024,43,PM2.5,,40-115-9007,AQS,.,31,43
01/06/2024,50,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,10,50
02/06/2024,38,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,27,38
03/06/2024,45,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,27,23,45
04/06/2024,51,PM2.5,,40-115-9007,AQS,45,43,51
05/06/2024,54,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,39,19,54
06/06/2024,43,Ozone,QUAPAW SHELTER,40-115-9004,AQS,43,30,28
07/06/2024,64,Ozone,QUAPAW SHELTER,40-115-9004,AQS,64,36,58
08/06/2024,100,Ozone,QUAPAW SHELTER,40-115-9004,AQS,100,44,69
09/06/2024,64,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,41,64
10/06/2024,66,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,44,44,66
11/06/2024,36,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,31,8,36
12/06/2024,67,PM10,,40-115-9007,AQS,.,67,59
01/07/2024,37,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,9,37
02/07/2024,41,PM2.5,,40-115-9007,AQS,.,19,41
03/07/2024,49,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,27,15,49
04/07/2024,45,Ozone,QUAPAW SHELTER,40-115-9004,AQS,45,22,37
05/07/2024,46,Ozone,QUAPAW SHELTER,40-115-9004,AQS,46,19,31
06/07/2024,45,Ozone,QUAPAW SHELTER,40-115-9004,AQS,45,32,32
07/07/2024,56,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,44,22,56
08/07/2024,48,Ozone,QUAPAW SHELTER,40-115-9004,AQS,48,21,33
09/07/2024,35,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,24,35
10/07/2024,47,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,41,44,47
11/07/2024,37,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,29,10,37
12/07/2024,41,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,23,41
01/08/2024,19,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,5,19
02/08/2024,27,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,24,27
03/08/2024,33,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,21,8,33
04/08/2024,49,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,47,31,49
05/08/2024,68,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,35,34,68
06/08/2024,55,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,42,27,55
07/08/2024,47,Ozone,QUAPAW SHELTER,40-115-9004,AQS,47,23,43
08/08/2024,46,Ozone,QUAPAW SHELTER,40-115-9004,AQS,46,19,42
09/08/2024,43,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,32,43
10/08/2024,37,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,37,37
11/08/2024,31,Ozone,QUAPAW SHELTER,40-115-9004,AQS,31,10,29
12/08/2024,23,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,6,23
01/09/2024,33,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,7,33
02/09/2024,28,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,27,28
03/09/2024,33,Ozone,QUAPAW SHELTER,40-115-9004,AQS,33,11,32
04/09/2024,46,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,38,21,46
05/09/2024,41,Ozone,QUAPAW SHELTER,40-115-9004,AQS,41,18,23
06/09/2024,34,Ozone,QUAPAW SHELTER,40-115-9004,AQS,34,11,25
07/09/2024,46,Ozone,QUAPAW SHELTER,40-115-9004,AQS,46,18,36
08/09/2024,56,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,41,32,56
09/09/2024,70,PM10,QUAPAW SHELTER,40-115-9004,AQS,.,70,58
10/09/2024,64,PM10,QUAPAW SHELTER,40-115-9004,AQS,.,64,51
11/09/2024,31,Ozone,QUAPAW SHELTER,40-115-9004,AQS,31,6,18
12/09/2024,58,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,18,58
01/10/2024,25,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,10,25
02/10/2024,31,PM2.5,,40-115-9007,AQS,.,13,31
03/10/2024,51,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,38,15,51
04/10/2024,39,Ozone,QUAPAW SHELTER,40-115-9004,AQS,39,11,25
05/10/2024,42,Ozone,QUAPAW SHELTER,40-115-9004,AQS,42,19,31
06/10/2024,53,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,48,25,53
07/10/2024,77,Ozone,QUAPAW SHELTER,40-115-9004,AQS,77,25,56
08/10/2024,47,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,31,21,47
09/10/2024,74,Ozone,QUAPAW SHELTER,40-115-9004,AQS,74,64,71
10/10/2024,65,PM10,QUAPAW SHELTER,40-115-9004,AQS,.,65,51
11/10/2024,31,Ozone,QUAPAW SHELTER,40-115-9004,AQS,31,6,16
12/10/2024,34,PM2.5,,40-115-9007,AQS,.,21,34
01/11/2024,33,PM2.5,,40-115-9007,AQS,.,31,33
02/11/2024,31,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,10,31
03/11/2024,53,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,42,24,53
04/11/2024,40,Ozone,QUAPAW SHELTER,40-115-9004,AQS,40,18,20
05/11/2024,52,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,47,29,52
06/11/2024,64,Ozone,QUAPAW SHELTER,40-115-9004,AQS,64,50,54
07/11/2024,84,Ozone,QUAPAW SHELTER,40-115-9004,AQS,84,33,66
08/11/2024,40,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,37,17,40
09/11/2024,80,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,48,53,80
10/11/2024,54,PM2.5,,40-115-9007,AQS,.,50,54
11/11/2024,34,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,34,10,34
12/11/2024,29,PM2.5,,40-115-9007,AQS,.,19,29
01/12/2024,47,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,15,47
02/12/2024,33,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,10,33
03/12/2024,55,PM2.5,,40-115-9007,AQS,.,41,55
04/12/2024,42,Ozone,QUAPAW SHELTER,40-115-9004,AQS,42,19,24
05/12/2024,55,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,43,26,55
06/12/2024,56,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,50,34,56
07/12/2024,77,Ozone,QUAPAW SHELTER,40-115-9004,AQS,77,27,64
08/12/2024,77,Ozone,QUAPAW SHELTER,40-115-9004,AQS,77,15,45
09/12/2024,76,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,54,52,76
10/12/2024,59,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,44,59
11/12/2024,34,Ozone,QUAPAW SHELTER,40-115-9004,AQS,34,14,31
12/12/2024,25,PM2.5,,40-115-9007,AQS,.,25,25
01/01/2025,36,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,10,36
02/01/2025,40,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,10,40
03/01/2025,37,Ozone,QUAPAW SHELTER,40-115-9004,AQS,37,20,35
04/01/2025,65,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,39,37,65
05/01/2025,38,Ozone,QUAPAW SHELTER,40-115-9004,AQS,38,12,31
06/01/2025,58,Ozone,QUAPAW SHELTER,40-115-9004,AQS,58,17,43
07/01/2025,44,Ozone,QUAPAW SHELTER,40-115-9004,AQS,44,14,29
08/01/2025,94,PM2.5,,40-115-9007,AQS,42,44,94
09/01/2025,48,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,30,15,48
01/02/2025,54,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,23,54
02/02/2025,30,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,14,30
03/02/2025,112,PM2.5,,40-115-9007,AQS,39,54,112
04/02/2025,57,PM2.5,,40-115-9007,AQS,45,31,57
05/02/2025,40,Ozone,QUAPAW SHELTER,40-115-9004,AQS,40,10,22
06/02/2025,52,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,25,52
07/02/2025,51,PM2.5,,40-115-9007,AQS,47,37,51
08/02/2025,96,PM2.5,,40-115-9007,AQS,49,46,96
09/02/2025,54,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,35,21,54
01/03/2025,53,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,16,53
02/03/2025,42,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,19,42
03/03/2025,65,PM2.5,,40-115-9007,AQS,.,45,65
04/03/2025,40,Ozone,QUAPAW SHELTER,40-115-9004,AQS,40,7,19
05/03/2025,40,Ozone,QUAPAW SHELTER,40-115-9004,AQS,40,9,21
06/03/2025,44,Ozone,QUAPAW SHELTER,40-115-9004,AQS,44,19,41
07/03/2025,49,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,42,36,49
08/03/2025,80,PM2.5,,40-115-9007,AQS,44,35,80
09/03/2025,51,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,38,25,51
01/04/2025,43,PM2.5,,40-115-9007,AQS,.,11,43
02/04/2025,52,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,15,52
03/04/2025,44,PM2.5,,40-115-9007,AQS,.,20,44
04/04/2025,29,Ozone,QUAPAW SHELTER,40-115-9004,AQS,29,5,17
05/04/2025,38,Ozone,QUAPAW SHELTER,40-115-9004,AQS,38,9,23
06/04/2025,42,PM2.5,,40-115-9007,AQS,25,14,42
07/04/2025,58,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,31,31,58
08/04/2025,66,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,46,33,66
09/04/2025,67,PM2.5,,40-115-9007,AQS,35,37,67
01/05/2025,24,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,8,24
02/05/2025,38,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,7,38
03/05/2025,18,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,6,18
04/05/2025,35,Ozone,QUAPAW SHELTER,40-115-9004,AQS,35,7,33
05/05/2025,45,Ozone,QUAPAW SHELTER,40-115-9004,AQS,45,16,36
06/05/2025,36,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,30,15,36
07/05/2025,63,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,26,39,63
08/05/2025,61,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,54,31,61
09/05/2025,61,PM2.5,,40-115-9007,AQS,23,36,61
01/06/2025,20,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,7,20
02/06/2025,44,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,11,44
03/06/2025,24,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,19,24
04/06/2025,37,Ozone,QUAPAW SHELTER,40-115-9004,AQS,37,9,26
05/06/2025,38,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,34,19,38
06/06/2025,40,Ozone,QUAPAW SHELTER,40-115-9004,AQS,40,11,28
07/06/2025,61,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,35,37,61
08/06/2025,65,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,44,34,65
09/06/2025,68,PM2.5,,40-115-9007,AQS,31,35,68
01/07/2025,36,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,15,36
02/07/2025,31,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,10,31
03/07/2025,40,Ozone,QUAPAW SHELTER,40-115-9004,AQS,40,27,29
04/07/2025,58,Ozone,QUAPAW SHELTER,40-115-9004,AQS,58,20,57
05/07/2025,34,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,31,10,34
06/07/2025,43,Ozone,QUAPAW SHELTER,40-115-9004,AQS,43,10,19
07/07/2025,53,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,28,53
08/07/2025,64,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,46,31,64
09/07/2025,96,PM2.5,,40-115-9007,AQS,34,54,96
01/08/2025,59,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,19,59
02/08/2025,40,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,12,40
03/08/2025,39,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,32,11,39
04/08/2025,50,Ozone,QUAPAW SHELTER,40-115-9004,AQS,50,24,45
05/08/2025,42,Ozone,QUAPAW SHELTER,40-115-9004,AQS,42,11,28
06/08/2025,48,Ozone,QUAPAW SHELTER,40-115-9004,AQS,48,14,33
07/08/2025,41,Ozone,QUAPAW SHELTER,40-115-9004,AQS,41,20,33
08/08/2025,61,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,43,33,61
09/08/2025,58,PM2.5,,40-115-9007,AQS,36,40,58
01/09/2025,57,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,31,57
02/09/2025,48,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,14,48
03/09/2025,49,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,43,17,49
04/09/2025,84,Ozone,QUAPAW SHELTER,40-115-9004,AQS,84,33,57
05/09/2025,44,Ozone,QUAPAW SHELTER,40-115-9004,AQS,44,18,35
06/09/2025,57,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,46,25,57
07/09/2025,48,Ozone,QUAPAW SHELTER,40-115-9004,AQS,48,19,33
08/09/2025,60,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,39,25,60
09/09/2025,51,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,38,37,51
01/10/2025,53,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,11,53
02/10/2025,41,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,16,41
03/10/2025,61,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,44,32,61
04/10/2025,59,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,45,36,59
05/10/2025,54,Ozone,QUAPAW SHELTER,40-115-9004,AQS,54,16,31
06/10/2025,60,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,54,31,60
07/10/2025,48,PM2.5,,40-115-9007,AQS,.,38,48
08/10/2025,58,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,38,24,58
09/10/2025,60,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,46,49,60
01/11/2025,48,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,10,48
02/11/2025,44,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,10,44
03/11/2025,50,Ozone,QUAPAW SHELTER,40-115-9004,AQS,50,37,48
04/11/2025,43,Ozone,QUAPAW SHELTER,40-115-9004,AQS,43,27,40
05/11/2025,58,Ozone,QUAPAW SHELTER,40-115-9004,AQS,58,19,36
06/11/2025,64,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,46,39,64
07/11/2025,56,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,36,40,56
08/11/2025,51,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,39,16,51
09/11/2025,75,PM2.5,,40-115-9007,AQS,49,51,75
01/12/2025,47,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,10,47
02/12/2025,53,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,12,53
03/12/2025,74,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,45,65,74
04/12/2025,73,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,71,33,73
05/12/2025,57,PM10,,40-115-9007,AQS,50,57,50
06/12/2025,52,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,35,19,52
07/12/2025,41,Ozone,QUAPAW SHELTER,40-115-9004,AQS,41,17,38
08/12/2025,50,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,47,19,50
09/12/2025,64,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,50,41,64
01/13/2021,57,PM2.5,,40-115-9007,AQS,.,13,57
01/13/2022,28,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,2,28
01/13/2023,56,PM2.5,,40-115-9007,AQS,.,17,56
01/13/2024,24,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,11,24
01/13/2025,34,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,9,34
01/14/2021,34,PM2.5,,40-115-9007,AQS,.,23,34
01/14/2022,42,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,2,42
01/14/2023,58,PM2.5,,40-115-9007,AQS,.,18,58
01/14/2024,17,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,7,17
01/14/2025,46,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,12,46
01/15/2021,32,PM2.5,,40-115-9007,AQS,.,21,32
01/15/2022,37,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,6,37
01/15/2023,54,PM2.5,,40-115-9007,AQS,.,20,54
01/15/2024,17,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,6,17
01/15/2025,53,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,19,53
01/16/2021,26,PM2.5,,40-115-9007,AQS,.,6,26
01/16/2022,59,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,3,59
01/16/2023,34,PM2.5,,40-115-9007,AQS,.,20,34
01/16/2024,19,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,6,19
01/16/2025,38,PM2.5,,40-115-9007,AQS,.,17,38
01/17/2021,17,PM2.5,,40-115-9007,AQS,.,6,17
01/17/2022,54,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,3,54
01/17/2023,51,PM2.5,,40-115-9007,AQS,.,19,51
01/17/2024,24,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,10,24
01/17/2025,33,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,15,33
01/18/2021,27,PM2.5,,40-115-9007,AQS,.,14,27
01/18/2022,36,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,1,36
01/18/2023,47,PM2.5,,40-115-9007,AQS,.,13,47
01/18/2024,52,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,19,52
01/18/2025,35,PM10,,40-115-9007,AQS,.,35,22
01/19/2021,51,PM2.5,,40-115-9007,AQS,.,11,51
01/19/2022,71,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,1,71
01/19/2023,33,PM2.5,,40-115-9007,AQS,.,11,33
01/19/2024,31,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,14,31
01/19/2025,21,PM2.5,,40-115-9007,AQS,.,21,21
01/20/2021,52,PM2.5,,40-115-9007,AQS,.,19,52
01/20/2022,130,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,2,130
01/20/2023,39,PM2.5,,40-115-9007,AQS,.,9,39
01/20/2024,42,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,14,42
01/20/2025,24,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,12,24
01/21/2021,66,PM2.5,,40-115-9007,AQS,.,19,66
01/21/2022,154,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,1,154
01/21/2023,53,PM2.5,,40-115-9007,AQS,.,12,53
01/21/2024,31,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,13,31
01/21/2025,20,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,12,20
01/22/2021,41,PM2.5,,40-115-9007,AQS,.,13,41
01/22/2022,183,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,1,183
01/22/2023,53,PM2.5,,40-115-9007,AQS,.,11,53
01/22/2024,27,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,6,27
01/22/2025,45,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,29,45
01/23/2021,44,PM2.5,,40-115-9007,AQS,.,11,44
01/23/2022,185,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,1,185
01/23/2023,57,PM2.5,,40-115-9007,AQS,.,15,57
01/23/2024,35,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,7,35
01/23/2025,32,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,16,32
01/24/2021,61,PM2.5,,40-115-9007,AQS,.,11,61
01/24/2022,165,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,1,165
01/24/2023,55,PM2.5,,40-115-9007,AQS,.,14,55
01/24/2024,31,PM2.5,QUAPAW SHELTER,40-115-9004,AQS,.,7,31
